author,changes,common_name,familyetc,species,species_number,subspecies
(SIEBENROCK 1903),,"E: Annam Leaf Turtle
G: Vietnamesische Sumpfschildkröte","Geoemydidae (Geoemydinae), Testudinoidea, Testudines (turtles)",Mauremys annamensis,16248,
(GMELIN 1774),,"E: Caspian Turtle
G: Kaspische Wasserschildkröte
siebenrocki: Southern Caspian Turtle
ventrimaculata: Spot-bellied Caspian Turtle
Russian: Каспийская черепаха","Geoemydidae (Geoemydinae), Testudinoidea, Testudines (turtles)",Mauremys caspica,16249,
(TEMMINCK & SCHLEGEL 1835),,"E: Japanese Pond Turtle
G: Japanische Sumpfschildkröte","Geoemydidae (Geoemydinae), Testudinoidea, Testudines (turtles)",Mauremys japonica,16250,
(SCHWEIGGER 1812),,"E: Mediterranian Turtle
G: Spanische Wasserschildkröte, Maurische Bachschildkröte
D: Moorse Beekschildpad
saharica: Saharan Pond Turtle","Geoemydidae (Geoemydinae), Testudinoidea, Testudines (turtles)",Mauremys leprosa,16251,"Mauremys leprosa leprosa (SCHWEIGGER 1812)
Mauremys leprosa saharica SCHLEICH 1996"
(CANTOR 1842),,"E: Yellowpond Turtle
G: Dreikiel-Wasserschildkröte, Chinesische Sumpfschildkröte
kami: Ryukyu Yellow Pond Turtle
Chinese: 黄喉拟水龟 ","Geoemydidae (Geoemydinae), Testudinoidea, Testudines (turtles)",Mauremys mutica,16252,"Mauremys mutica mutica CANTOR 1842
Mauremys mutica kami YASUKAWA, OTA & IVERSON 1996"
(GRAY 1834),,"E: Redneck Pond Turtle, Kwangtung River Turtle, Black-Necked Pond Turtle
G: Chinesische Rothalsschildkröte
Chinese: 黑颈乌龟","Geoemydidae (Geoemydinae), Testudinoidea, Testudines (turtles)",Mauremys nigricans,16253,
(GRAY 1831),,"E: Reeves’ Turtle
G: Chinesische Dreikielschildkröte
megalocephala: E: Chinese Broad-headed Pond Turtle, Big-headed Reeves’ turtle
megalocephala: G: Grosskopf-Chinaschildkröte
Chinese: 乌龟","Geoemydidae (Geoemydinae), Testudinoidea, Testudines (turtles)",Mauremys reevesii,16254,
(VALENCIENNES 1833),,"E: Western Caspian Turtle
Croatian: riječna kornjača","Geoemydidae (Geoemydinae), Testudinoidea, Testudines (turtles)",Mauremys rivulata,16255,
(GRAY 1834),,"E: Chinese Striped-necked Turtle, Common thread turtle
G: Chinesische Streifenschildkröte
Chinese: 花龟","Geoemydidae (Geoemydinae), Testudinoidea, Testudines (turtles)",Mauremys sinensis,16256,
CUVIER 1825,,"E: African slender-snouted crocodile
F: faux gavial d’Afrique de l’Ouest, faux gavial ouest-africain, faux gavial, crocodile au long museau, crocodile à nuque cuirassée
G: Panzerkrokodil","Crocodylidae (Crocodylia, crocodiles)",Mecistops cataphractus,16257,
(BENNETT 1835),,"E: Central African slender-snouted crocodile
F: faux gavial d’Afrique Centrale, faux gavial centrafricain","Crocodylidae (Crocodylia, crocodiles)",Mecistops leptorhynchus,21759,
(HOOFIEN 1967),,E: Lebanese thin-toed gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus amictopholis,16258,
(ANDERSON 1973),,"E: Iranian Gecko, Iranian Keel-Scaled Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus aspratilis,16259,
(STEPÁNEK 1934),,"E: Barton’s Thin-toed gecko
G: Kreta-Nacktfinger, Bartons Bogenfinger","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus bartoni,21352,
"(KRYSKO, REHMAN & AUFFENBERG 2007)",,E: Short-limbed bend-toed gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus brachykolon,16260,
(STRAUCH 1887),,"E: Mediterranean Thin-toed gecko, Bulgarian Bent-toed Gecko
G: Europäischer Nacktfinger, Ägäischer Bogenfinger","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus danilewskii,21351,
(BLANFORD 1874),,E: Asia Minor Thin-Toed Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus heterocercus,16261,"Mediodactylus heterocercus heterocercus (BLANFORD 1874)
Mediodactylus heterocercus mardinensis (MERTENS 1924)"
"(MINTON, ANDERSON & ANDERSON 1970)",,E: Iraqi (Keel-scaled) Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus heteropholis,16262,
"(FATHINIA, KARAMIANI, DARVISHNIA, HEIDARI & RASTEGAR-POUYANI 2011)",,E: Ilamian keel-scaled gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus ilamensis,16263,
(STEINDACHNER 1870),,"E: Mediterranean Thin-toed gecko
G: Europäischer Nacktfinger, Ägäischer Bogenfinger","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus kotschyi,16264,"Mediodactylus kotschyi kotschyi (STEINDACHNER 1870)
Mediodactylus kotschyi adelphiensis (BEUTLER & GRUBER 1977)
Mediodactylus kotschyi beutleri (BARAN & GRUBER 1981)
Mediodactylus kotschyi bibroni (BEUTLER & GRUBER 1977)
Mediodactylus kotschyi bolkarensis RÖSLER 1994
Mediodactylus kotschyi buchholzi (BEUTLER & GRUBER 1977)
Mediodactylus kotschyi ciliciensis (BARAN & GRUBER 1982)
Mediodactylus kotschyi colchicus (NIKOLSKY 1902)
Mediodactylus kotschyi concolor (BEDRIAGA 1882)
Mediodactylus kotschyi fitzingeri (STEPÁNEK 1937)
Mediodactylus kotschyi fuchsi (BEUTLER & GRUBER 1977)
Mediodactylus kotschyi kalypsae (STEPÁNEK 1939)
Mediodactylus kotschyi karabagi (BARAN & GRUBER 1981)
Mediodactylus kotschyi lycaonicus (MERTENS 1952)
Mediodactylus kotschyi maculatus (BEDRIAGA 1882)
Mediodactylus kotschyi ponticus (BARAN & GRUBER 1982)
Mediodactylus kotschyi rumelicus (MÜLLER 1940)
Mediodactylus kotschyi saronicus (WERNER 1937)
Mediodactylus kotschyi schultzewestrumi (BEUTLER & GRUBER 1977)
Mediodactylus kotschyi skopjensis (KARAMAN 1965)
Mediodactylus kotschyi solerii (WETTSTEIN 1937)
Mediodactylus kotschyi stepaneki (WETTSTEIN 1937)
Mediodactylus kotschyi syriacus (STEPÁNEK 1937)
Mediodactylus kotschyi tinensis (BEUTLER & FRÖR 1980)
Mediodactylus kotschyi unicolor (WETTSTEIN 1937)
Mediodactylus kotschyi wettsteini (STEPÁNEK 1937)"
"(EREMCHENKO, ZARINENKO & PANFILOV 1999)",,,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus narynensis,16265,
(BOETTGER 1888),,"E: Mediterranean Thin-toed gecko
G: Europäischer Nacktfinger, Ägäischer Bogenfinger","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus oertzeni,21350,
(STEPÁNEK 1937),,"E: Mediterranean Thin-toed gecko
G: Europäischer Nacktfinger, Ägäischer Bogenfinger","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus orientalis,21349,
(STRAUCH 1887),,"E: Transcaspian Bent-Toed Gecko, Grey Thin-Toed Gecko
G: Transkaspischer Nacktfingergecko
Chinese: 灰中趾虎","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus russowii,16266,"Mediodactylus russowii russowii (STRAUCH 1887)
Mediodactylus russowii zarudnyi (NIKOLSKY 1899)"
(NIKOLSKY 1900),,"E: Jaz Murian Bent-Toed Gecko, Bampur Thin-Toed Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus sagittifer,16267,
(STRAUCH 1887),,"E: Kopet Dagh Bent-Toed Gecko, Spiny-Tailed Thin-Toed Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus spinicauda,16268,
(TORKI 2011),,,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus stevenandersoni,16269,
(INGOLDBY 1922),,E: Chitral Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Mediodactylus walli,16270,
(BOCOURT 1874),,E: Bocourt's Ameiva,"Teiidae, Teiinae, Gymnophthalmoidea, Sauria, Squamata (lizards)",Medopheos edracanthus,16271,
(DUNGER 1966),,E: Dunger's File Snake,"Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mehelya egbensis,14380,
(TRAPE & MANÉ 2005),,E: Gabou File Snake,"Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mehelya gabouensis,14381,
(DE WITTE 1959),,,"Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mehelya laurenti,14385,
(SMITH 1849),,E: Western Forest File Snake,"Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mehelya poensis,14387,
(MOCQUARD 1887),,E: Small-eyed File Snake,"Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mehelya stenophthalmus,14389,
(SCHLEGEL 1837),,E: Western Crowned Snake,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Meizodon coronatus,16272,
SCHÄTTI 1985,,E: Tana Delta smooth snake,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Meizodon krameri,16273,
(BOETTGER 1893),,E: Black-headed smooth snake,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Meizodon plumbiceps,16274,
FISCHER 1856,,E: Eastern crowned smooth snake,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Meizodon regularis,16275,
(PETERS 1854),,E: Semiornate Smooth Snake,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Meizodon semiornatus,16276,"Meizodon semiornatus semiornatus (PETERS 1854)
Meizodon semiornatus tchadensis (CHABANAUD 1917)"
(BLYTH 1856),,"E: Tricarinate Hill Turtle
G: Dreikiel-Erdschildkröte","Geoemydidae (Geoemydinae), Testudinoidea, Testudines (turtles)",Melanochelys tricarinata,16277,
(SCHWEIGGER 1812),,"E: Indian Black Turtle, Indian Pond Terrapin, Bengal Black Turtle
G: Schwarzbauch-Erdschildkröte","Geoemydidae (Geoemydinae), Testudinoidea, Testudines (turtles)",Melanochelys trijuga,16278,"Melanochelys trijuga trijuga (SCHWEIGGER 1812)
Melanochelys trijuga coronata (ANDERSON 1879)
Melanochelys trijuga edeniana (THEOBALD 1876)
Melanochelys trijuga indopeninsularis (ANNANDALE 1913)
Melanochelys trijuga parkeri (DERANIYAGALA 1939)
Melanochelys trijuga thermalis (LESSON 1830)"
BEDDOME 1870,,E: Two-lined Black Earth Snake,"Uropeltidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Melanophidium bilineatum,16279,
"GOWER, GIRI, CAPTAIN & WILKINSON 2016",,,"Uropeltidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Melanophidium khairei,20349,
BEDDOME 1871,,E: Beddome's Black Earth Snake,"Uropeltidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Melanophidium punctatum,16280,
(BEDDOME 1863),,"E: Wayanad shieldtail, Indian Black Earth Snake","Uropeltidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Melanophidium wynaudense,16281,
(GÜNTHER 1873),,E: Black Limbless Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Melanoseps ater,16282,
BROADLEY 2006,,E: Uluguru limbless skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Melanoseps emmrichi,16283,
TORNIER 1900,,"E: Pangani Black Limbless Skink, Longtail Limbless Skink","Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Melanoseps longicauda,16284,
BRYGOO & ROUX-ESTÈVE 1982,,E: Loveridge’s limbless skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Melanoseps loveridgei,16285,
(PETERS 1877),,E: Western Limbless Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Melanoseps occidentalis,16286,"Melanoseps occidentalis zairensis BRYGOO & ROUX-ESTEVE 1982
Melanoseps occidentalis occidentalis (PETERS 1877)"
BROADLEY 2006,,E: Pygmy limbless skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Melanoseps pygmaeus,16287,
LOVERIDGE 1942,,E: Rondo limbless skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Melanoseps rondoensis,16288,
LOVERIDGE 1942,,E: Udzungwa Limbless Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Melanoseps uzungwensis,16289,
(SPIX 1825),,"E: Black caiman
Local names: Jacaré açu, Jacaré uassu, Jacaré assu, Jacaré guaçu, Caimán, Caimán negro, Jacaré jhu, Jacaré negro, Jacaré una, Cocodrilo.
G: Mohrenkaiman","Alligatoridae, Crocodylia, crocodiles (alligators)",Melanosuchus niger,16290,
RANKIN 1979,,E: Top End Dwarf Skink,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",Menetia alanae,16291,
SADLIER 1984,,E: Jabiluka Dwarf Skink,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",Menetia concinna,16293,
GRAY 1845,,E: Common Dwarf Skink,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",Menetia greyii,16294,
STORR 1976,,E: Northern Dwarf Skink,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",Menetia maini,16295,
STORR 1976,,E: Western Dwarf Skink,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",Menetia surda,16296,"Menetia surda cresswelli APLIN & ADAMS 1998
Menetia surda surda STORR 1976"
(BOCAGE 1867),,E: Anchieta’s Dune or Shovel-Snouted Lizard,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Meroles anchietae,16297,
(SMITH 1838),,"E: Giant Desert Lizard, Smith's Sand Lizard, Smith's Desert Lizard","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Meroles ctenodactylus,16298,
(STRAUCH 1867),,"E: Wedge-snouted Sand Lizard, Wedge-snouted Desert Lizard","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Meroles cuneirostris,16299,
(MILNE-EDWARDS 1829),,"E: Knox's Desert Lizard, Knox's Ocellated Sand Lizard","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Meroles knoxii,16300,
MERTENS 1938,,E: Small-scaled Desert Lizard,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Meroles micropholidotus,16301,
(BOCAGE 1867),,E: Reticulate Sand Lizard,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Meroles reticulatus,16302,
(PETERS 1854),,"E: Savanna Lizard, Common Rough-scaled (Sand) Lizard","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Meroles squamulosus,16303,
(PETERS 1869),,"E: Spotted Desrt Lizard, Spotted Sand Lizard","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Meroles suborbitalis,16304,
(BOULENGER 1917),,E: Hadramaut Sand Lizard,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina adramitana,16305,
"SINDACO, SIMÓ-RIUDALBAS, SACCHI & CARRANZA 2018",,,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina arnoldi,21403,
"SINDACO, SIMÓ-RIUDALBAS, SACCHI & CARRANZA 2018",,,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina austroarabica,21400,
ARNOLD 1980,,"E: Ayun Sand Lizard, Arnold's Sand Lizard","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina ayunensis,16306,
"SEGOLI, COHEN & WERNER 2002",,,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina bahaeldini,16307,"Mesalina bahaeldini bahaeldini SEGOLI, COHEN & WERNER 2002
Mesalina bahaeldini curatorum WERNER & ASHKENAZI 2010"
(BLANFORD 1881),,,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina balfouri,16308,
(SCHENKEL 1901),,E: Bernoulli’s Short-Nosed Desert Lizard,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina bernoullii,21067,
BLANFORD 1874,,E: Blanford's Short-Nosed Desert Lizard,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina brevirostris,16309,"
"
(LANZA & POGGESI 1975),,,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina ercolinii,16310,
(LICHTENSTEIN 1823),,"E: Small-spotted Lizard, Desert Lacerta
G: Gefleckter Wüstenrenner","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina guttulata,16311,
JOGER & MAYER 2002,,,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina kuri,16312,
(BOULENGER 1897),,E: Martin’s Desert Racer,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina martini,16313,
(ANGEL 1936),,E: Small-scaled Desert Lizard,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina microlepis,21068,
(AUDOUIN 1829),,"E: Olivier's Sand Lizard
G: (Oliviers) Wüstenrenner","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina olivieri,16314,"Mesalina olivieri olivieri (AUDOUIN 1829)
Mesalina olivieri schmidtii (HAAS 1951)"
(BONS 1960),,E: Pasteur's Lizard,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina pasteuri,16315,
(LICHTENSTEIN 1823),,E: Red-spotted Lizard,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina rubropunctata,16316,
"MORAVEC, SMID, SCHMITZ, SHOBRAK, WILMS 2017",,,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina saudiarabica,21049,
(BOETTGER 1881),,,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina simoni,16317,
(STOLICZKA 1872),,E: Persian Long-Tailed Desert Lizard,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Mesalina watsonana,16318,
MERTENS 1925,,E: Inirida Worm Lizard,"Amphisbaenidae, Amphisbaenia, Lacertoidea, Squamata",Mesobaena huebneri,16325,
"HOOGMOED, PINTO, DA ROCHA & PEREIRA 2009",,,"Amphisbaenidae, Amphisbaenia, Lacertoidea, Squamata",Mesobaena rhachicephala,16326,
(ZANGERL & MEDEM 1958),,E: Dahl’s Toadhead Turtle,"Chelidae, Chelinae,  Pleurodira, Testudines (turtles)",Mesoclemmys dahli,16327,
(SCHWEIGGER 1812),,"E: Gibba (Toadhead) Turtle
G: Buckelschildkröte","Chelidae, Chelinae,  Pleurodira, Testudines (turtles)",Mesoclemmys gibba,16328,
"(MCCORD, JOSEPH-OUNI & LAMAR 2001)",,E: Amazon Toadhead Turtle,"Chelidae, Chelinae,  Pleurodira, Testudines (turtles)",Mesoclemmys heliostemma,16329,
(MERTENS 1967),,"E: Hoge’s Toadhead Turtle, Hoge’s Side-necked Turtle
G: Hoges Krötenkopfschildkröte","Chelidae, Chelinae,  Pleurodira, Testudines (turtles)",Mesoclemmys hogei,16330,
(SCHWEIGGER 1812),,"E: Guianan Toadhead Turtle, Common Toadheaded Turtle","Chelidae, Chelinae,  Pleurodira, Testudines (turtles)",Mesoclemmys nasuta,16331,
BOUR & ZAHER 2005,,E: Brasilianische Krötenkopfschildkröte,"Chelidae, Chelinae,  Pleurodira, Testudines (turtles)",Mesoclemmys perplexa,16332,
(GRAY 1856),,E: Black-lined Toadhead Turtle,"Chelidae, Chelinae,  Pleurodira, Testudines (turtles)",Mesoclemmys raniceps,16333,
(LUEDERWALDT 1926),,E: Tuberculate Toadhead Turtle,"Chelidae, Chelinae,  Pleurodira, Testudines (turtles)",Mesoclemmys tuberculata,16334,
(BOUR 1973),,E: Vanderhaege’s Toadhead Turtle,"Chelidae, Chelinae,  Pleurodira, Testudines (turtles)",Mesoclemmys vanderhaegei,16335,
(PRITCHARD 1984),,"E: Zulia Toadhead Turtle
G: Krötenkopfschildkröte","Chelidae, Chelinae,  Pleurodira, Testudines (turtles)",Mesoclemmys zuliae,16336,
(DUGÈS 1891),,"E: Tepalcatepec Skink
S: Eslaboncillo de Tapalcatepec","Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Mesoscincus altamirani,16337,
(DUNN 1933),,E: Managua Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Mesoscincus managuae,16338,
(FISCHER 1884),,"E: Mayan Black-headed Skink, Schwartze's Skink
S: Lincer de Schwartz","Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Mesoscincus schwartzei,16339,
(SMITH & FERRARI-CASTRO 2008),,,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Metlapilcoatlus indomitus,11444,
"(DUMÉRIL, BIBRON & DUMÉRIL 1854)",,"E: Central American Jumping Pit Viper
S: Nauyaca Saltadora","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Metlapilcoatlus mexicanus,11445,
(RÜPPELL 1845),,"E: Jumping Pit Viper
S: Chalpate","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Metlapilcoatlus nummifer,11446,
(HOGE 1966),,"E: Western Jumping Pitviper
S: Vibora Sorda","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Metlapilcoatlus occiduus,11447,
"(PEREZ-HIGAREDA, SMITH, JULIA-ZERTUCHE 1985)",,"E: Olmecan Pit Viper
S: Mano de Piedra","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Metlapilcoatlus olmec,11448,
RODRIGUES 1996,,,"Gymnophthalmidae (Gymnophthalminae), Gymnophthalmini, Sauria, Gymnophthalmoidea, Squamata (lizards)",Micrablepharus atticolus,16340,
(REINHARDT & LÜTKEN 1862),,,"Gymnophthalmidae (Gymnophthalminae), Gymnophthalmini, Sauria, Gymnophthalmoidea, Squamata (lizards)",Micrablepharus maximiliani,16341,
STERNFELD 1908,,E: Kenya Two-headed Snake,"Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Micrelaps bicoloratus,16342,"Micrelaps bicoloratus bicoloratus STERNFELD 1908
Micrelaps bicoloratus moyeri RASMUSSEN 2002"
BOETTGER 1880,,"E: English common name not available
G: Erdviper","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Micrelaps muelleri,16344,
